"V1","V2","V3","V4","V5","V6","V7","V8"
-4.24720403404062,0.414537935905455,0.49121826776644,0.0909825484046235,0.411309947288368,1.25087855427307,1.92207877516021,1.01315782198838
-4.24720403404062,0.414537935905455,0.49121826776644,0.0909825484046235,0.411309947288368,1.25087855427307,1.92207877516021,1.01315782198838
3.75038040705616,-13.837620078262,4.08325659460081,3.90320805526236,-20.4232753710445,7.52921758363428,4.92821123400676,-9.57081456413855
3.75038040705616,-13.837620078262,4.08325659460081,3.90320805526236,-20.4232753710445,7.52921758363428,4.92821123400676,-9.57081456413855
20.3137292082642,-27.6589539049864,23.1124337583622,-1.10892814847747,-17.9811704280388,5.30471419863622,9.5184898496508,-8.09118679162297
20.3137292082642,-27.6589539049864,23.1124337583622,-1.10892814847747,-17.9811704280388,5.30471419863622,9.5184898496508,-8.09118679162297
6.2039101440192,-19.2044797912181,38.3737607706255,1.20224386578615,-23.371211315284,1.31688168942614,12.1756568666864,-5.15304951564585
6.2039101440192,-19.2044797912181,38.3737607706255,1.20224386578615,-23.371211315284,1.31688168942614,12.1756568666864,-5.15304951564585
6.2039101440192,-19.2044797912181,38.3737607706255,1.20224386578615,-23.371211315284,1.31688168942614,12.1756568666864,-5.15304951564585
-2.0434447555055,-23.3879585925101,49.3830630517058,-4.4516695750733,-23.0595605071434,9.74788975653409,2.63334831231512,-12.3282577896767
-2.0434447555055,-23.3879585925101,49.3830630517058,-4.4516695750733,-23.0595605071434,9.74788975653409,2.63334831231512,-12.3282577896767
13.0037886141813,-24.4250876486464,34.9349705287093,0.494255992383558,-15.6646128741918,7.53016914758019,4.19857550984952,-8.19327892545101
14.4875112786681,-13.6089406311958,23.2533848601417,7.13036538633252,-7.60917504173237,2.45446468175446,-14.6239849040621,-2.4488433105142
14.4875112786681,-13.6089406311958,23.2533848601417,7.13036538633252,-7.60917504173237,2.45446468175446,-14.6239849040621,-2.4488433105142
14.4875112786681,-13.6089406311958,23.2533848601417,7.13036538633252,-7.60917504173237,2.45446468175446,-14.6239849040621,-2.4488433105142
11.046726492202,-15.0818479138619,27.8156916615728,-1.18675162465433,-8.30695873048476,-17.4611619748595,-0.739868688745466,-5.55480812620082
4.10095497478036,-17.8496332441063,14.362079146813,-7.02690936411516,-2.17106887921656,-16.9948938733832,-16.0581234976462,-4.14649162924115
4.10095497478036,-17.8496332441063,14.362079146813,-7.02690936411516,-2.17106887921656,-16.9948938733832,-16.0581234976462,-4.14649162924115
12.5936425600198,-23.8168434588441,19.6694469699022,-13.8218515939609,-3.37314506045087,-5.9818564353177,-6.76133156914121,7.86747729830625
13.908499029226,-24.185747310126,20.1265046504537,-12.9254062422904,8.29837051455828,6.30952502122537,-0.766779912756745,-0.680265429615678
13.908499029226,-24.185747310126,20.1265046504537,-12.9254062422904,8.29837051455828,6.30952502122537,-0.766779912756745,-0.680265429615678
1.37328339219817,-32.1447009946979,16.8635790606517,-13.0978419774104,16.1703006863761,13.251344236079,7.55390319865975,0.824437301528969
1.37328339219817,-32.1447009946979,16.8635790606517,-13.0978419774104,16.1703006863761,13.251344236079,7.55390319865975,0.824437301528969
16.5948071618728,-11.7988431879666,12.8496576508252,8.23361976292556,19.2623771414476,14.4291429508897,1.34298927423901,-4.05210793680673
16.5948071618728,-11.7988431879666,12.8496576508252,8.23361976292556,19.2623771414476,14.4291429508897,1.34298927423901,-4.05210793680673
24.3377459959041,-4.14482073030416,13.3214950257915,-9.84950620403328,11.2909415706623,19.5586639604556,10.2401181824085,-13.9810319577508
15.609616796266,-4.1702879201681,9.2717550535728,-0.202479140398738,12.1278682789171,28.4990317201203,1.55173784539467,-12.4862407517506
15.609616796266,-4.1702879201681,9.2717550535728,-0.202479140398738,12.1278682789171,28.4990317201203,1.55173784539467,-12.4862407517506
11.7322096027632,-2.74117037649698,17.5827314344521,8.60920998687903,26.4269003158658,19.9179700542572,6.749659013931,-20.2361047738314
16.1341050759705,3.73605823996905,21.3144244389139,8.49735911288529,21.3304803548622,13.7502914008396,13.0443472525546,-19.9994992032356
16.1341050759705,3.73605823996905,21.3144244389139,8.49735911288529,21.3304803548622,13.7502914008396,13.0443472525546,-19.9994992032356
16.1341050759705,3.73605823996905,21.3144244389139,8.49735911288529,21.3304803548622,13.7502914008396,13.0443472525546,-19.9994992032356
8.31965659659057,15.2903149655518,32.9461981927849,9.06942060326502,17.4376539633696,10.4342324153583,-3.59176296699122,-13.669096730898
6.63271276560115,6.87814876367529,28.4417500148347,21.6914830241697,2.75137455901226,21.0311462064071,-22.2543398853584,-11.2583995862575
6.63271276560115,6.87814876367529,28.4417500148347,21.6914830241697,2.75137455901226,21.0311462064071,-22.2543398853584,-11.2583995862575
-2.35338267708808,21.7952768754085,28.177684809443,18.2154557554321,9.68231967018649,17.4595003936622,-9.20410780273412,0.412096408945384
-2.35338267708808,21.7952768754085,28.177684809443,18.2154557554321,9.68231967018649,17.4595003936622,-9.20410780273412,0.412096408945384
3.76458244260961,8.89669812053156,30.1048824134324,18.7740063376788,-6.18180875478586,2.7786251516365,-14.3760444681442,17.2991224293904
-4.62078318830423,20.3066730134317,19.5627529156785,15.9380297907539,-10.6272620244041,8.42681706287116,-15.0529131160546,30.0536438918721
-4.62078318830423,20.3066730134317,19.5627529156785,15.9380297907539,-10.6272620244041,8.42681706287116,-15.0529131160546,30.0536438918721
-4.62078318830423,20.3066730134317,19.5627529156785,15.9380297907539,-10.6272620244041,8.42681706287116,-15.0529131160546,30.0536438918721
-13.6687891291794,24.7832067288713,32.7023096123105,24.7398002539225,-8.35449945559675,-6.13537510952519,-10.0150138349835,30.6441847497354
-13.6687891291794,24.7832067288713,32.7023096123105,24.7398002539225,-8.35449945559675,-6.13537510952519,-10.0150138349835,30.6441847497354
-6.82380311031609,26.2263316548906,13.1979842415823,22.0103310329694,-12.1600405478941,0.0833817766474727,-20.7690119547358,35.1315380793258
-18.2261371874815,25.5594620633973,-3.08798609858296,9.95705386650491,-6.38086647964156,-1.42117898032545,-1.20652786048699,29.57867181885
-18.2261371874815,25.5594620633973,-3.08798609858296,9.95705386650491,-6.38086647964156,-1.42117898032545,-1.20652786048699,29.57867181885
-12.7524739386938,29.7659777425464,3.01632386934121,1.780463384223,-8.81040567169255,4.18252977204396,2.41025486527076,7.12402083951491
-12.7524739386938,29.7659777425464,3.01632386934121,1.780463384223,-8.81040567169255,4.18252977204396,2.41025486527076,7.12402083951491
-12.3160394843017,22.9965159945405,10.3817854480408,22.9148758287273,1.42641785133525,-12.0178857823633,7.62320821906402,-10.8883131611369
-8.74472008107547,44.5486040147359,11.5571203507681,11.8074274784319,1.55243155044546,-11.5009237050528,-3.5024478127473,-21.1379767173953
-11.8317614814044,46.1155050864257,10.6425495164897,23.720943635901,3.67237233947274,-22.1409508315977,1.11518209722864,3.51048641268135
-11.8317614814044,46.1155050864257,10.6425495164897,23.720943635901,3.67237233947274,-22.1409508315977,1.11518209722864,3.51048641268135
-19.5403406720089,41.8065980228291,-15.0816242621149,36.6111485715982,-10.1212157186767,7.307531265054,-3.455450472935,23.5137136604944
-19.5403406720089,41.8065980228291,-15.0816242621149,36.6111485715982,-10.1212157186767,7.307531265054,-3.455450472935,23.5137136604944
-13.8343254950139,59.7720541530502,-18.8758018284485,32.4795949283918,-6.03275959938464,15.6382183870121,-19.7412479693844,0.331474144376589
-2.46226876620649,47.5834443472672,-12.9820368130414,18.6569380631496,-5.51861027309648,11.2667267928974,-19.6513372659164,-1.06869690354401
-1.48959142604728,35.1342252278914,-3.15219523749398,41.0794551199529,-18.4514070206053,-14.7196822808395,-3.99438562749187,11.7058870044379
